OID,SUMACCIDEN,ID,CITY,MainUse,POP_2018,TAZAREA,USETYPE,CITYCODE,USETYPECOD,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,ACC_INDEX,YEARMONTH,Shape_Length,Shape_Area
-1,17,853,גאולים ינוב תנובות,מגורים,2732,7960676,מגורים,0,1,1,5,32,1,14,21,3,38,31,1,2,1,10,18,2.135497154110570,202407,16733.125200306312763,7960675.558512024581432
-1,45,2209,עפולה,מגורים,5724,652818,מגורים,7700,1,0,5,61,33,12,39,13,66,67,1,1,0,46,55,68.931888203922213,202407,4026.545788818730216,652818.327954050037079
-1,3,1495,אפרת,מגורים,3363,2766608,מגורים,0,1,1,1,7,2,1,7,0,9,7,0,0,0,6,7,1.084360458312325,202407,7330.379364257290945,2766607.705955209676176
-1,38,446,פתח תקווה,מגורים,6096,748247,מגורים,7900,1,2,6,50,8,8,41,9,58,70,7,1,3,49,66,50.785375937321383,202407,4171.127907899455749,748246.897825450403616
-1,1,1097,ירושלים,בית עלמין,0,361443,מוסדי/ציבורי,3000,2,0,0,6,0,0,6,0,6,2,0,0,0,1,2,2.766687820823436,202407,2766.673080319820656,361443.019510012760293
-1,35,48,תל אביב -יפו,מגורים,6012,496542,מגורים,5000,1,0,6,33,6,3,25,10,39,63,8,2,2,9,34,70.487544180314572,202407,3366.050719808914437,496541.628836809890345
-1,2,1739,חיפה,מגורים,1717,299930,מגורים,4000,1,0,0,4,2,1,3,0,4,5,0,1,0,2,5,6.668216462520491,202407,2299.101528756113566,299930.275395413336810
-1,3,2444,באר שבע,שטח פתוח,0,6920100,פנאי/טבע/ספורט,9000,3,0,1,5,0,0,6,0,6,6,0,1,0,5,6,0.433519764962708,202407,11213.724983457635972,6920099.710466628894210
-1,34,690,נתניה,מגורים,7324,1612146,מגורים,7400,1,3,2,42,16,4,32,10,47,52,5,0,1,30,41,21.089906205231284,202407,5171.446614985133237,1612145.624031576327980
-1,13,2062,דייר אל-אסד,מגורים,6051,3495501,מגורים,0,1,0,2,35,1,12,25,0,37,25,0,0,0,16,17,3.719065969811707,202407,10802.451484439221531,3495501.318213556427509
-1,2,1332,בית אל,מגורים,6042,4944241,מגורים,0,1,0,1,1,1,1,1,0,2,3,0,0,1,1,3,0.404511002898145,202407,9416.855568201843198,4944241.283106941729784
-1,33,283,יהוד,מגורים,7940,592589,מגורים,9400,1,0,4,45,13,8,27,14,49,53,8,1,1,23,40,55.687856497098331,202407,4397.239797708462902,592588.798991024144925
-1,1,1974,קריית אתא,שטח פתוח,0,328386,פנאי/טבע/ספורט,6800,3,0,0,2,0,0,2,0,2,2,0,1,0,1,2,3.045199633762394,202407,3060.834658752955420,328385.695608561334666
-1,26,925,רמלה,מגורים,8900,623034,מגורים,8500,1,0,8,38,5,10,29,7,46,48,2,0,3,25,38,41.731259211906242,202407,3700.227653200061923,623034.159309096634388
-1,0,1576,סילת א-דאהר,לא ידוע,0,41653420,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,27779.829763157395064,41653420.002801120281219
-1,1,2537,חצרים,מגורים,832,7561240,מגורים,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0.132253438883275,202407,14104.998882891264657,7561240.058813051320612
-1,66,543,ראשון לציון,מגורים,16383,727958,מגורים,8300,1,2,11,67,40,8,48,23,80,103,12,1,2,53,80,90.664599208117991,202407,4831.802538316905157,727957.775983753963374
-1,9,2155,בוקעאתא,מגורים,6528,22741633,מגורים,4001,1,0,2,21,0,5,17,1,23,16,0,0,0,11,11,0.395749952495245,202407,23315.352608991590387,22741632.546647358685732
-1,19,1169,ירושלים,מגורים,11374,407267,מגורים,3000,1,0,6,16,14,6,15,1,22,25,3,0,0,14,23,46.652453153095244,202407,2777.405345782152835,407266.900577540334780
-1,5,376,רעננה,מגורים,3411,250400,מגורים,8700,1,1,1,6,4,2,2,4,8,7,0,1,0,4,6,19.968061829781504,202407,2051.503477983484572,250399.865676633431576
-1,0,1811,כפר ביאליק,מגורים,844,830205,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,5398.028103324939366,830205.409453844302334
-1,27,1018,אור יהודה,בסיס צבאי,0,557641,מוסדי/ציבורי,2400,2,1,6,30,0,6,27,4,37,55,8,1,4,23,37,48.418225051668593,202407,3590.693401122055548,557641.259488290990703
-1,0,2390,באר שבע,תעשיה,0,972637,תעשיה/מסחר/מתקנים,9000,4,,,,,,,,,,,,,,,0.000000000000000,202407,4044.812164471074084,972637.163357095327228
-1,23,636,כפר סבא,מגורים,3494,256794,מגורים,6900,1,1,5,36,4,3,32,7,42,44,4,2,1,28,39,89.565963250379369,202407,2144.690528071925200,256793.978039448818890
-1,38,1278,ירושלים,מגורים,5559,486727,מגורים,3000,1,0,8,32,17,7,20,12,40,61,8,2,4,29,49,78.072490580612325,202407,3136.923427089756842,486727.139321420690976
-1,4,229,אור יהודה,מגורים,1322,227806,מגורים,2400,1,0,1,4,3,0,2,2,5,5,1,1,0,1,3,17.558832110693317,202407,1979.668060291643314,227805.583810098760296
-1,1,1904,מגדל העמק,מגורים,6093,1049392,מגורים,874,1,0,0,3,0,1,2,0,3,2,0,0,0,2,2,0.952933178620950,202407,5692.787430255621985,1049391.523387991357595
-1,0,871,טירה,מגורים,2224,664004,מגורים,2720,1,,,,,,,,,,,,,,,0.000000000000000,202407,3927.368575702040744,664003.864906193106435
-1,32,2227,אום אל-פחם,מגורים,2085,5127306,מגורים,2710,1,2,8,72,3,35,46,1,82,59,1,6,0,38,47,6.241093998633185,202407,15995.776199237594483,5127306.207374553196132
-1,0,1497,גבעות,מגורים,0,2405740,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,6731.027081818976512,2405739.633367342874408
-1,16,448,פתח תקווה,מגורים,4931,281115,מגורים,7900,1,1,4,19,4,4,18,2,24,26,4,0,2,13,20,56.916183270334422,202407,2440.632657717118491,281115.125446920865215
-1,47,1115,ירושלים,מגורים,6803,282951,מגורים,3000,1,0,8,71,25,26,44,8,79,77,7,1,2,29,53,166.106764174257052,202407,2266.307228694392052,282950.548303342249710
-1,56,66,תל אביב -יפו,מגורים,3494,341046,מגורים,5000,1,0,8,53,13,7,46,8,61,101,22,0,3,25,71,164.200927470109093,202407,2489.946577713067200,341045.576677355624270
-1,16,2462,ירוחם,מגורים,9975,56127625,מגורים,831,1,0,7,40,3,8,37,2,47,32,0,0,0,18,23,0.285064616326014,202407,35567.279827244019543,56127625.400206178426743
-1,8,2064,פארק תעשיות בר לב,תעשיה,0,4852582,תעשיה/מסחר/מתקנים,0,4,0,2,22,0,5,19,0,24,13,1,2,0,7,11,1.648606796333910,202407,13404.969258570012244,4852582.203221533447504
-1,0,1350,א-שרפה מערב,לא ידוע,0,480118,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,3143.409773495270656,480118.377914962649811
-1,34,301,בת ים,מגורים,8400,323976,מגורים,6200,1,0,3,39,19,6,26,10,42,56,4,0,3,38,50,104.946056946640809,202407,2681.334573176037793,323975.964311713934876
-1,0,1976,עין המפרץ,מגורים,1238,1020751,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,4610.028748562305736,1020750.466023886692710
-1,9,943,בית אלעזרי,מגורים,1563,5041479,מגורים,0,1,1,3,7,0,0,9,1,11,16,1,1,2,3,12,1.785190484448653,202407,10091.465157065824314,5041478.810469686985016
-1,10,1594,בידיה,לא ידוע,0,25204345,עתידי/לא ידוע,0,5,2,3,12,0,4,13,0,17,19,1,4,0,7,16,0.396756981048340,202407,23903.971347633636469,25204345.424691177904606
-1,4,2555,נבטים,מגורים,979,7565154,מגורים,0,1,1,1,10,0,4,7,1,12,7,0,0,0,4,6,0.528740035251314,202407,13444.493123024447414,7565154.392174538224936
-1,5,545,ראשון לציון,מגורים,1518,300125,מגורים,8300,1,1,2,4,1,1,5,1,7,11,1,0,1,6,9,16.659703709557892,202407,2251.074365104860590,300125.385611235920805
-1,20,2173,טבריה,מגורים,8071,680850,מגורים,6700,1,0,4,28,10,9,20,3,32,31,3,2,1,12,21,29.375038004799631,202407,3806.931332450719765,680850.182959156343713
-1,2,1187,ירושלים,מגורים,4174,212103,מגורים,3000,1,0,0,2,2,2,0,0,2,2,0,0,0,2,2,9.429382606269922,202407,2577.883420622333688,212102.964055157848634
-1,9,138,הרצלייה,מגורים,3988,242583,מגורים,6400,1,0,0,11,5,1,8,2,11,15,0,1,0,11,13,37.100699751833901,202407,2454.327822100336107,242583.025662612373708
-1,0,1829,קריית אתא,שטח פתוח,0,319694,פנאי/טבע/ספורט,6800,3,,,,,,,,,,,,,,,0.000000000000000,202407,2587.286928891620391,319694.066889403853565
-1,13,780,אשדוד,מגורים,3235,296332,מגורים,70,1,0,3,15,5,3,14,1,18,22,0,0,0,14,19,43.869652656152368,202407,2582.503849555794659,296332.412337366724387
-1,8,2392,באר שבע,תעשיה,0,1213129,תעשיה/מסחר/מתקנים,9000,4,0,2,15,0,6,10,0,17,17,2,0,0,10,15,6.594517026843808,202407,4535.378181003202371,1213129.023313610116020
-1,10,1422,אשתאול מסילת ציון,מגורים,2501,9062938,מגורים,0,1,0,3,13,0,3,11,2,16,20,3,1,0,12,19,1.103394993183642,202407,14964.827381614786646,9062937.625941962003708
-1,3,1024,תע""ש רמת השרון,תעשיה,0,1109646,תעשיה/מסחר/מתקנים,0,4,0,1,4,0,0,3,2,5,10,0,0,0,7,7,2.703565470908435,202407,6926.367843868873024,1109645.774175374303013
-1,57,247,בני ברק,מגורים,16069,372791,מגורים,6100,1,2,10,67,26,25,45,8,79,103,11,7,2,52,89,152.900694842190433,202407,2938.370109233030234,372790.980831251188647
-1,19,1666,יטא,לא ידוע,0,132961693,עתידי/לא ידוע,0,5,0,9,34,1,8,35,0,43,34,1,0,0,19,30,0.142898301061595,202407,59714.419701535829518,132961692.748259007930756
-1,9,873,תל מונד,מגורים,6431,1385515,מגורים,154,1,0,1,12,5,2,7,4,13,15,0,1,0,11,14,6.495781423206303,202407,5714.025203011811755,1385514.599959802813828
-1,11,2245,חריש,מגורים,3785,1645161,מגורים,1247,1,2,6,8,1,3,12,1,16,19,2,3,0,12,19,6.686277182167876,202407,6872.023041846322485,1645160.632786314701661
-1,11,1515,ג'והזם,לא ידוע,0,24787083,עתידי/לא ידוע,0,5,1,2,22,0,4,21,0,25,24,1,0,0,14,24,0.443779526957247,202407,24109.798590242222417,24787083.071229010820389
-1,5,466,באר יעקב,בית חולים,0,899550,מוסדי/ציבורי,2530,2,0,2,12,2,1,12,1,14,11,1,0,0,5,7,5.558334273360962,202407,5023.146007883145103,899550.072755276458338
-1,0,1133,ירושלים,מגורים,6003,361772,מגורים,3000,1,,,,,,,,,,,,,,,0.000000000000000,202407,2868.060093931486335,361772.449192766915075
-1,102,84,תל אביב -יפו,מגורים,3620,583852,מגורים,5000,1,2,21,101,33,40,70,12,124,178,32,1,11,64,130,174.701713017807492,202407,3591.711525738035107,583852.317404598463327
-1,8,1775,חיפה,מגורים,2318,215660,מגורים,4000,1,0,0,10,1,0,8,2,10,15,1,0,0,7,9,37.095405833519600,202407,2094.999881095833189,215660.128801479761023
-1,7,2464,קריית גת,מגורים,3526,398615,מגורים,2630,1,0,1,8,6,4,5,0,9,9,0,0,0,7,7,17.560788905662875,202407,2765.620906641410329,398615.349094179400709
-1,13,726,שוהם,מגורים,6620,605602,מגורים,1304,1,0,1,24,1,6,17,2,25,25,0,1,0,16,18,21.466226735312503,202407,3435.596585039757429,605602.473145159659907
-1,16,2082,כרמיאל,תעשיה,0,4810871,תעשיה/מסחר/מתקנים,1139,4,0,2,39,0,11,29,1,41,34,2,0,0,22,30,3.325800916879573,202407,11558.752876291249777,4810871.245718451216817
-1,0,1352,ביה""ס פרינדז,לא ידוע,0,251093,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,2277.485175860760137,251092.760913327656453
-1,24,319,חולון,מגורים,9074,477604,מגורים,6600,1,0,1,34,6,12,19,3,35,46,4,1,3,18,32,50.250859427400101,202407,2776.150018925702170,477603.771825514442753
-1,87,1994,נהרייה,מגורים,6896,818963,מגורים,9100,1,0,12,122,35,33,82,17,134,145,10,3,5,64,95,106.231965063070703,202407,4334.009910579448842,818962.540590748307295
-1,15,945,עיינות,מוסדי,390,6327427,מוסדי/ציבורי,0,2,5,7,29,5,6,34,1,41,35,4,2,0,12,21,2.370632087831039,202407,14135.602613471784935,6327426.375859083607793
-1,58,1612,גני מודיעין,שטח פתוח,0,46724622,פנאי/טבע/ספורט,0,3,3,16,129,2,30,107,11,148,120,3,10,0,70,110,1.241315549473448,202407,35328.948654184692714,46724622.135445684194565
-1,12,2317,אלי-עד חספין אבני איתן גשור נוב רמת מגשימים,מגורים,5088,78687774,מגורים,0,1,0,3,31,0,0,27,5,34,24,0,2,0,16,22,0.152501453994988,202407,44413.583080856333254,78687774.349970415234566
-1,0,563,ראשון לציון,שטח פתוח,0,295401,פנאי/טבע/ספורט,8300,3,,,,,,,,,,,,,,,0.000000000000000,202407,2150.433916870554185,295401.176883766369428
-1,17,1205,הר שלמון מזרח,שטח פתוח,0,5391754,פנאי/טבע/ספורט,0,3,1,9,35,0,16,26,3,45,33,9,0,0,15,25,3.152963125857245,202407,12100.615760747945387,5391753.509764865040779
-1,10,2561,קצר א-סר,מגורים,2302,51158563,מגורים,0,1,1,8,20,0,6,21,1,29,20,1,0,0,17,18,0.195470696508006,202407,40928.603874153901415,51158563.296930827200413
-1,1,156,גליל ים,מגורים,521,1028964,מגורים,0,1,0,0,3,0,1,2,0,3,3,0,0,0,3,3,0.971851445494985,202407,4486.687800383618196,1028963.844871042412706
-1,28,1847,עספיא,מגורים,6242,13127017,מגורים,0,1,1,11,55,4,20,44,3,67,53,7,0,0,29,41,2.133005545329543,202407,21180.165868625623261,13127016.974385822191834
-1,3,798,גדרה,מגורים,4381,736059,מגורים,2550,1,0,0,3,2,2,1,0,3,4,0,0,0,2,3,4.075759383031285,202407,4310.559154003878575,736059.153170321718790
-1,12,2410,באר שבע,מגורים,2409,303060,מגורים,9000,1,0,3,17,2,1,19,0,20,21,2,0,0,17,20,39.596128634369450,202407,2455.316759305986579,303059.930702013021801
-1,0,1424,זנוח,מגורים,505,609473,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,3887.058647672872212,609472.970285161980428
-1,2,391,רעננה,מגורים,3707,320770,מגורים,8700,1,0,0,2,2,1,1,0,2,2,0,0,0,1,1,6.235001439144700,202407,2340.469267665368989,320769.773595169303007
-1,2,1042,קלנסווה,מגורים,6153,778976,מגורים,638,1,0,1,2,1,0,3,0,3,5,0,0,0,4,5,2.567474224890873,202407,4750.174418153228544,778975.687705299933441
-1,52,249,בני ברק,מגורים+ בית חולים,13800,536527,מגורים,6100,1,3,8,47,29,17,32,8,58,80,9,2,3,28,54,96.919720703721325,202407,3617.982209341507314,536526.515165694407187
-1,28,1684,חיפה,מגורים,766,254325,מגורים,4000,1,0,3,46,3,7,39,3,49,52,5,2,2,27,40,110.095429150794402,202407,3381.925971771874629,254324.818168874597177
-1,26,891,נווה ימין,מגורים,1189,4026973,מגורים,0,1,1,4,47,4,6,34,11,52,56,0,3,0,35,44,6.456462163256045,202407,9977.199185463930917,4026973.184783288743347
-1,0,2263,משמרות,מגורים,979,3178799,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,11528.005697320451873,3178799.327301571611315
-1,0,1533,בית ג'אלא,שטח פתוח,0,3935617,פנאי/טבע/ספורט,0,3,,,,,,,,,,,,,,,0.000000000000000,202407,10968.473411401080739,3935617.139169502537698
-1,17,484,לוד,מגורים,7220,597005,מגורים,7000,1,1,5,19,11,4,16,5,25,24,0,0,2,16,20,28.475493079393427,202407,3577.817829728708148,597004.587509749457240
-1,35,1151,ירושלים,מגורים,3822,417264,מגורים,3000,1,0,9,42,13,2,37,9,51,63,2,0,1,25,40,83.879693261313221,202407,4066.780363752927769,417264.282201930822339
-1,15,102,תל אביב -יפו,שטח פתוח,0,407903,פנאי/טבע/ספורט,5000,3,0,4,15,3,2,12,4,19,28,7,0,0,13,24,36.773463045703309,202407,2647.284638557836843,407902.839647097920533
-1,16,1777,חיפה,מגורים,4703,790378,מגורים,4000,1,0,1,22,4,3,18,1,23,29,1,1,0,16,19,20.243487422736241,202407,3634.184543725684307,790377.649160874541849
-1,10,2482,אשקלון,מגורים,5354,973668,מגורים,7100,1,0,1,13,6,3,7,4,14,13,0,0,1,8,9,10.270436269819429,202407,4439.049509745572323,973668.473011791124009
-1,6,728,שוהם,מגורים,4193,1194743,מגורים,1304,1,0,0,7,4,1,4,1,7,8,0,0,0,8,8,5.022001544896407,202407,6271.118116838288188,1194742.762693388620391
-1,0,2100,סח'נין,מגורים,4740,833235,מגורים,7500,1,,,,,,,,,,,,,,,0.000000000000000,202407,4242.580256770234882,833234.656017510686070
-1,0,1370,ביתוניא דרום,לא ידוע,0,2861795,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,8106.533468985018771,2861794.886950447689742
-1,24,321,חולון,מגורים,5897,276015,מגורים,6600,1,1,1,26,11,4,18,6,28,37,7,0,1,11,22,86.951889660037978,202407,2207.989535430431260,276014.703002252324950
-1,0,2012,נווה זיו,מגורים,962,1002941,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,4423.846023329368109,1002940.846020072116517
-1,37,963,פתח תקווה,מגורים,4827,530467,מגורים,7900,1,2,4,56,2,11,44,7,62,77,9,1,7,46,67,69.749924613744184,202407,3706.358446031991662,530466.523152473382652
-1,0,1630,ואדי אל-הרייה,לא ידוע,0,1401710,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,4725.906038384251588,1401709.739408803638071
-1,0,2335,חיפה,תעשיה,0,412382,תעשיה/מסחר/מתקנים,4000,4,,,,,,,,,,,,,,,0.000000000000000,202407,2572.003462812529506,412382.244739675894380
-1,5,581,רחובות,בית עלמין,0,882277,מוסדי/ציבורי,8400,2,0,0,8,1,1,7,0,8,9,0,0,0,5,5,5.667156569818098,202407,3785.722427793382394,882276.665273161488585
-1,1,1223,ירושלים,מגורים,2858,391850,מגורים,3000,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,2.551998801220889,202407,2596.390196636562450,391849.713848452840466
-1,45,2579,כפר ורבורג משואות יצחק עין צורים שפיר זרחיה מרכז שפירא,מגורים,6556,46224259,מגורים,0,1,1,15,105,2,22,90,9,121,101,1,9,0,67,87,0.973514803033205,202407,34301.563581139547750,46224258.593492724001408
-1,3,174,רמת השרון,מגורים,3943,412635,מגורים,2650,1,0,1,2,2,0,2,1,3,4,1,1,0,2,4,7.270355873174157,202407,2850.581740788295519,412634.546689697715919
-1,18,1849,דאלית אל-כרמל,מגורים,4221,30790220,מגורים,0,1,2,8,31,0,7,33,1,41,31,1,1,0,18,24,0.584601222216705,202407,37233.491025526753219,30790219.582071959972382
-1,7,800,יבנה,בסיס צבאי,0,1280782,מוסדי/ציבורי,2660,2,0,3,15,0,2,13,3,18,18,1,3,0,9,13,5.465410716121188,202407,5291.799009729023965,1280782.060779489343986
-1,26,2428,באר שבע,מגורים,16516,879341,מגורים,9000,1,0,7,30,17,14,16,7,37,37,1,0,0,20,25,29.567594898056729,202407,3985.771144605688733,879341.051906416541897
-1,0,1442,מבוא חורון,מגורים,2650,3265710,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,7949.479586581402145,3265710.369500563479960
-1,13,393,רעננה,מגורים,3248,201221,מגורים,8700,1,0,1,19,3,4,14,2,20,22,2,0,0,15,21,64.605523771835621,202407,1825.148828055598642,201221.184211918269284
-1,40,1060,ירושלים,מגורים,7011,626198,מגורים,3000,1,0,7,68,6,15,55,4,75,74,6,2,1,45,59,63.877583312345195,202407,3848.236690682301287,626197.766506133135408
-1,6,11,תל אביב -יפו,מגורים,4872,271770,מגורים,5000,1,0,0,7,1,1,5,1,7,11,1,0,1,4,6,22.077468041532430,202407,2136.251404220234690,271770.294886746909469
-1,19,1702,חיפה,מגורים,5081,287673,מגורים,4000,1,2,2,23,9,4,21,2,27,34,3,1,1,22,32,66.047182290428296,202407,3770.338540001943784,287673.135190712288022
-1,0,653,כפר יונה,בסיס צבאי,0,3662958,מוסדי/ציבורי,168,2,,,,,,,,,,,,,,,0.000000000000000,202407,11537.220582131425545,3662957.638415229041129
-1,10,2265,בנימינה-גבעת עדה*,מגורים,4138,4671905,מגורים,0,1,0,0,16,1,5,10,1,16,17,1,1,1,12,15,2.140454504641311,202407,10667.160735550811296,4671904.952110048383474
