OID,SUMACCIDEN,ID,CITY,MainUse,POP_2018,TAZAREA,USETYPE,CITYCODE,USETYPECOD,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,ACC_INDEX,YEARMONTH,Shape_Length,Shape_Area
-1,4,1388,בית שמש,פנאי ונופש,0,380009,פנאי/טבע/ספורט,2610,3,0,2,2,2,1,3,0,4,4,0,0,0,2,4,10.526063702072904,202407,3739.486794213001758,380009.100573111500125
-1,13,339,חולון,מגורים,9361,509217,מגורים,6600,1,0,2,13,9,2,8,5,15,16,1,0,0,8,10,25.529393276070113,202407,3862.438947064496006,509216.958641375298612
-1,28,2030,ירכא,מגורים,180,5278376,מגורים,502,1,1,10,56,4,21,45,1,67,40,1,0,0,25,30,5.304661481985344,202407,14383.580321036937676,5278376.404429977759719
-1,19,981,קדימה-צורן,מגורים,4065,4420594,מגורים,195,1,0,5,25,3,8,16,6,30,35,1,1,1,25,30,4.298064670456743,202407,11515.040121449457729,4420594.257363961078227
-1,0,1632,העירייה,לא ידוע,0,619408,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,3628.129273604078662,619408.204734057653695
-1,5,2337,חיפה,תעשיה,0,236340,תעשיה/מסחר/מתקנים,4000,4,1,2,5,1,1,7,0,8,20,1,1,0,4,20,21.155920775305766,202407,2779.830283876577141,236340.457742508006049
-1,2,599,רחובות,מגורים+ שטח פתוח,742,782190,מגורים,8400,1,0,2,1,0,1,2,0,3,4,1,0,0,1,2,2.556923109077603,202407,4458.989948699531851,782190.122534224297851
-1,1,1225,ירושלים,מגורים,1781,227573,מגורים,3000,1,0,0,1,0,1,0,0,1,2,1,0,0,0,2,4.394186408799947,202407,2497.697012892111616,227573.413362110906746
-1,4,2597,ניצנה (קהילת חינוך) באר מילכה ניצני סיני כמהין,מגורים+מוסדי,937,547945445,מגורים,0,1,1,3,1,0,0,5,0,5,7,2,2,0,0,4,0.007299996800172,202407,96592.406499340242590,547945445.661832571029663
-1,15,176,רמת השרון,מגורים,5028,776949,מגורים,2650,1,0,3,16,9,2,14,3,19,22,0,0,1,16,17,19.306278919406445,202407,5168.579264034944572,776949.305592087795958
-1,1,1867,זכרון יעקב,מגורים,8479,19971960,מגורים,9300,1,0,0,3,1,0,2,1,3,2,0,0,0,0,0,0.050070198015857,202407,23705.820609889135085,19971960.160479381680489
-1,0,818,יציץ,מגורים,821,2658199,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,7204.736926217331529,2658198.756887135561556
-1,3,2190,כפר כמא,מגורים,3332,8850724,מגורים,508,1,1,3,2,0,2,4,0,6,5,1,1,0,1,3,0.338955306050468,202407,12676.669361919221046,8850724.406578013673425
-1,5,1460,ביתר עילית - פארק בגין,שטח פתוח,0,517642,פנאי/טבע/ספורט,0,3,0,5,3,7,8,0,0,8,6,0,0,0,3,5,9.659190549234754,202407,3620.364323524236170,517641.718994364782702
-1,7,411,פתח תקווה,תעשיה,0,2021562,תעשיה/מסחר/מתקנים,7900,4,0,2,9,2,0,11,0,11,17,1,1,0,8,12,3.462668791102618,202407,6205.563683630027299,2021562.102037194650620
-1,1,1078,ירושלים,מגורים,4667,328366,מגורים,3000,1,0,0,4,0,1,3,0,4,2,0,0,0,1,2,3.045380877342492,202407,2917.126688775329512,328366.151977888483088
-1,20,29,תל אביב -יפו,מגורים,5536,329833,מגורים,5000,1,0,3,25,6,5,21,1,28,36,3,2,0,19,27,60.636675424370317,202407,2319.778349877233723,329833.386478208121844
-1,15,1704,חיפה,מגורים,512,223333,מגורים,4000,1,0,1,30,2,3,23,5,31,31,1,0,0,15,20,67.164285430690612,202407,2892.348842445210266,223332.979779544781195
-1,5,671,נתניה,מגורים,2852,270362,מגורים,7400,1,1,1,5,5,1,2,3,7,7,1,0,0,3,7,18.493755794147607,202407,2225.722859003763006,270361.523946491244715
-1,21,2283,חדרה,מגורים,3375,5307039,מגורים,6500,1,0,2,39,4,9,28,4,41,36,2,1,0,23,28,3.957008729085680,202407,14234.959358618008991,5307039.088804923929274
-1,0,1297,הרחבת נופי סלע צפון,שטח פתוח,0,303680,פנאי/טבע/ספורט,0,3,,,,,,,,,,,,,,,0.000000000000000,202407,2230.756606666836888,303680.270782953419257
-1,18,504,ניר צבי,מגורים,1316,2504522,מגורים,0,1,1,9,21,2,8,22,1,31,31,3,0,2,16,22,7.186999386336324,202407,7660.709357503274077,2504522.267557303421199
-1,5,1939,ריינה,תעשיה ומלאכה,0,676354,תעשיה/מסחר/מתקנים,542,4,1,0,8,0,1,8,0,9,9,0,1,0,3,4,7.392583741196490,202407,3393.486722682496747,676353.515231299796142
-1,6,122,תל אביב -יפו,מגורים,3053,208453,מגורים,5000,1,0,0,7,2,1,2,4,7,11,1,0,2,2,7,28.783436502928648,202407,2101.140827968371468,208453.219246058899444
-1,5,1557,מבוא דותן חרמש,מגורים,631,26118633,מגורים,0,1,0,0,10,0,4,5,1,10,9,0,0,0,6,7,0.191434215715676,202407,25350.593231802817172,26118632.875045429915190
-1,36,2518,להב סנסנה,מגורים,988,71901456,מגורים,0,1,10,26,76,0,33,76,3,112,67,4,8,1,35,56,0.500685268460053,202407,66386.962936881012865,71901456.399395197629929
-1,15,764,אשדוד,תעשיה,0,219987,תעשיה/מסחר/מתקנים,70,4,0,1,24,5,5,18,2,25,26,2,1,0,23,26,68.185736837450222,202407,1862.260185409669930,219987.356531159835868
-1,1,2120,צפת,מגורים,636,399980,מגורים,8000,1,0,1,1,2,2,0,0,2,1,0,0,0,0,1,2.500126097997458,202407,4250.357230094060469,399979.825338000548072
-1,1,1406,בית שמש,שטח פתוח,0,312272,פנאי/טבע/ספורט,2610,3,1,0,0,0,0,1,0,1,1,1,0,0,0,1,3.202333688372350,202407,2234.057313317044645,312272.266825594357215
-1,4,357,הוד השרון,מגורים,3416,2145228,מגורים,9700,1,0,3,1,0,0,4,0,4,8,2,0,0,2,4,1.864604087034804,202407,7033.229973545894609,2145227.519242983311415
-1,8,2032,מג'ד אל-כרום,מגורים,5964,3428171,מגורים,0,1,1,0,22,0,3,18,2,23,16,1,0,0,6,10,2.333606258801951,202407,18053.941064719987480,3428170.442132391501218
-1,28,999,קרית אונו,שטח פתוח,0,362998,פנאי/טבע/ספורט,2620,3,0,6,34,0,7,32,0,40,59,15,2,1,21,43,77.135429532359041,202407,2745.943317339511850,362997.913795939064585
-1,17,1650,אריאל,מגורים,10355,2632701,מגורים,0,1,0,2,25,5,9,14,4,27,31,1,0,0,21,23,6.457246525987027,202407,6971.357297130829465,2632701.095054049044847
-1,23,2355,באר שבע,מגורים,3065,255180,מגורים,9000,1,1,5,40,4,4,35,7,46,49,2,0,0,30,39,90.132307403677473,202407,2026.009410778967549,255180.419347187184030
-1,3,601,רחובות,מגורים,7416,416100,מגורים,8400,1,0,0,3,2,0,3,0,3,4,0,0,0,4,4,7.209801982485931,202407,2865.915467871487181,416100.193498740729410
-1,4,1243,ירושלים,מגורים,2471,228909,מגורים,3000,1,0,0,5,0,1,4,0,5,9,1,0,0,5,6,17.474197701850201,202407,2412.808661235035743,228908.935806333029177
-1,1,2615,שמורת טבע מדבר יהודה,שטח פתוח,0,517730973,פנאי/טבע/ספורט,0,3,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0.001931505071740,202407,139682.369470817007823,517730972.924199700355530
-1,17,194,רמת גן,מגורים,5940,252595,מגורים,8600,1,0,3,19,7,4,12,4,22,28,2,2,3,9,19,67.301515638890010,202407,2507.521719792792283,252594.608585257374216
-1,0,1885,קריית אתא,שטח פתוח,0,502562,פנאי/טבע/ספורט,6800,3,,,,,,,,,,,,,,,0.000000000000000,202407,3517.439602686698890,502562.182698542310391
-1,13,836,הדר עם כפר חיים משמר השרון מעברות כפר ידידיה,מגורים,3640,8605482,מגורים,0,1,0,2,25,0,4,21,2,27,28,3,0,0,21,26,1.510665011001840,202407,16490.679379709374189,8605481.629165878519416
-1,2,2192,שבלי - אום אל-גנם,מגורים,5995,6411903,מגורים,0,1,0,0,2,0,0,2,0,2,2,1,0,0,1,2,0.311919892729255,202407,12463.331081232932775,6411902.692387716844678
-1,1,1478,מבשרת ציון,מגורים,1028,311995,מגורים,1015,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0,3.205176047321177,202407,2723.804734517399993,311995.342919082497247
-1,24,429,פתח תקווה,מגורים,2631,404030,מגורים,7900,1,0,3,31,3,0,30,4,34,47,5,1,0,33,41,59.401570875410727,202407,2598.866033893008080,404029.719186008907855
-1,5,1080,ירושלים,מגורים,9333,1666001,מגורים,3000,1,0,1,6,1,1,6,0,7,9,1,0,1,5,8,3.001199392385771,202407,6661.820701828081837,1666000.603853682521731
-1,69,47,תל אביב -יפו,מגורים,5995,245275,מגורים,5000,1,1,13,63,18,4,63,9,77,119,28,3,3,34,89,281.317115930052125,202407,2015.886153518387118,245274.802323639800306
-1,24,1722,חיפה,מגורים,3640,628484,מגורים,4000,1,0,2,26,12,6,17,5,28,42,4,0,0,23,27,38.187149296644499,202407,3586.074441730147100,628483.676892552874051
-1,34,673,נתניה,מגורים,10021,360319,מגורים,7400,1,0,4,41,19,12,24,9,45,54,5,0,1,34,45,94.360928369198774,202407,3253.268472443589872,360318.625384553277399
-1,7,2301,עכו,מגורים,4154,393418,מגורים,7600,1,1,0,10,3,5,5,1,11,11,1,0,0,9,11,17.792783514621913,202407,2587.981168115990386,393417.926669398148078
-1,10,1315,ירושלים,שטח פתוח,0,801786,פנאי/טבע/ספורט,3000,3,1,3,16,0,1,18,1,20,20,4,1,0,7,18,12.472151825273894,202407,5587.912328505846745,801786.262714966200292
-1,13,266,קריית אונו,מגורים,4419,730525,מגורים,2620,1,0,2,14,6,2,9,4,16,20,1,0,1,14,17,17.795411214203078,202407,4075.473549110457043,730525.405876785283908
-1,18,1957,שפרעם,מגורים,4773,1676721,מגורים,8800,1,1,7,31,0,4,35,0,39,35,4,1,0,16,23,10.735237901491228,202407,7286.988455253271241,1676721.109040315262973
-1,17,908,אלעד,מגורים,7997,929357,מגורים,1309,1,0,5,23,16,18,10,0,28,22,2,2,0,11,19,18.292208541717294,202407,4233.524566629553192,929357.434408738743514
-1,1,1575,ענבתא,לא ידוע,0,50651997,עתידי/לא ידוע,0,5,0,0,2,0,2,0,0,2,1,0,0,0,1,1,0.019742558085940,202407,34498.602138235255552,50651997.357534624636173
-1,2,526,ראשון לציון,שטח פתוח,0,217856,פנאי/טבע/ספורט,8300,3,0,0,3,1,0,0,3,3,3,0,0,0,1,1,9.180374726822921,202407,2163.720609619521838,217856.030882537394064
-1,20,2138,קריית שמונה,מגורים,7569,3816748,מגורים,2800,1,1,4,26,6,4,23,4,31,37,1,1,1,25,34,5.240062867709597,202407,11848.424263186963799,3816748.101104728411883
-1,6,1152,ירושלים,מגורים,812,219270,מגורים,3000,1,0,0,7,1,1,5,0,7,11,1,0,0,4,7,27.363547512071928,202407,1988.130366825435885,219269.814973843953339
-1,5,375,רעננה,מגורים,2435,203579,מגורים,8700,1,0,2,5,3,1,5,1,7,7,0,0,1,4,5,24.560532310896466,202407,1881.801689091491426,203578.649546683969675
-1,28,1794,קריית מוצקין,מגורים,6962,646441,מגורים,8200,1,2,7,35,11,3,30,9,44,49,1,1,1,29,40,43.314107202152798,202407,3518.691770317231203,646440.658913277671672
-1,41,1001,תל אביב -יפו,תעשיה ומסחר,0,243547,תעשיה/מסחר/מתקנים,5000,4,2,11,34,6,0,42,5,47,82,13,1,7,20,62,168.345147533633849,202407,2214.997745278257753,243547.263468396471580
-1,8,2373,באר שבע,שטח פתוח,0,3946218,פנאי/טבע/ספורט,9000,3,0,8,18,0,4,17,5,26,19,0,0,0,17,17,2.027257499846355,202407,9202.543495698308107,3946217.981981232762337
-1,12,619,רמלה,מגורים,6633,516183,מגורים,8500,1,1,2,12,9,6,9,0,15,22,1,1,0,5,7,23.247570904398959,202407,3631.886969302349371,516182.961624146730173
-1,4,1261,רמת רחל,מגורים,545,905655,מגורים,0,1,0,1,3,1,0,4,0,4,8,0,1,0,3,4,4.416695136258057,202407,3790.314241106273585,905654.539558939985000
-1,18,2617,שחר ניר ח""ן עוצם נוגה נהורה,מגורים,3802,25437041,מגורים,0,1,1,2,35,1,5,30,3,38,37,1,1,0,25,29,0.707629483435623,202407,23807.729172173090774,25437040.741445533931255
-1,19,212,רמת גן,מגורים,2148,275258,מגורים,8600,1,0,0,22,3,5,17,0,22,37,6,0,2,20,31,69.026120595189099,202407,2255.277993967970360,275258.117306453990750
-1,51,1903,מגדל העמק,תעשיה,0,3480795,תעשיה/מסחר/מתקנים,874,4,2,5,127,0,25,107,2,134,113,1,4,0,64,76,14.651825721664604,202407,9845.746661210116145,3480794.883097057230771
-1,2,854,צור משה,מגורים,3343,3194992,מגורים,0,1,0,1,7,0,0,3,5,8,4,0,0,0,1,2,0.625979652488097,202407,8960.899467864270264,3194992.028974985238165
-1,13,2210,עפולה,מגורים,9811,578331,מגורים,7700,1,0,2,16,7,4,12,2,18,19,1,0,0,10,13,22.478481993611805,202407,3316.793042215796959,578330.867880424135365
-1,16,1480,מבשרת ציון,מגורים+ מסחר,446,224224,מגורים,1015,1,2,6,17,10,8,15,2,25,27,4,1,0,11,20,71.357333244896765,202407,2522.085924997072198,224223.625973918620730
-1,28,447,פתח תקווה,מגורים,2526,346684,מגורים,7900,1,0,6,34,4,13,19,8,40,49,7,1,2,24,35,80.765285196320320,202407,3270.236014632101615,346683.602143408090342
-1,13,1098,ירושלים,מגורים,7193,830001,מגורים,3000,1,0,3,23,1,7,18,1,26,27,7,0,1,11,22,15.662639594986091,202407,4023.661023910063250,830000.583309185458347
-1,57,49,תל אביב -יפו,מגורים,6020,263782,מגורים,5000,1,0,9,52,12,6,40,12,61,92,16,2,9,20,71,216.087607071682754,202407,2130.268504939116610,263781.902037035324611
-1,2,1740,חיפה,שטח פתוח,0,690288,פנאי/טבע/ספורט,4000,3,0,1,5,0,2,3,1,6,6,0,0,1,5,6,2.897339766254276,202407,4245.612267371467169,690288.389126564259641
-1,1,2445,שגב-שלום,מגורים,10362,6004165,מגורים,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0.166551037559523,202407,12288.537649722109563,6004165.537801679223776
-1,1,691,נתניה,מגורים,3973,353611,מגורים,7400,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,2.827966847667705,202407,2617.423714264681166,353610.934592364414129
-1,25,2063,כישור תובל לפידות פלך,מגורים,764,13612527,מגורים,0,1,5,7,43,1,11,43,1,55,40,1,1,1,29,32,1.836543593159327,202407,25398.716530364439677,13612527.409160800278187
-1,0,1333,עפרה,מגורים,3039,7552719,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,15434.786852092011031,7552718.753598957322538
-1,3,284,יהוד,מגורים,3337,248192,מגורים,9400,1,0,1,2,2,0,2,0,3,5,0,0,0,3,4,12.087407538366753,202407,2062.021334998680686,248192.177725262590684
-1,122,1975,יסעור אחיהוד,מגורים,1724,21871826,מגורים,0,1,4,31,376,4,107,273,29,411,274,10,12,1,168,216,5.577952066598627,202407,25290.151259438516718,21871826.531201127916574
-1,5,926,ישרש,מגורים,1010,2766184,מגורים,0,1,2,0,7,0,2,7,0,9,9,1,0,0,2,4,1.807544459583904,202407,8473.540370657221501,2766183.688312152866274
-1,0,1577,טובאס,לא ידוע,0,148053781,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,52693.594730534859991,148053780.699004918336868
-1,14,2538,בסיס חיל האוויר חצרים,בסיס צבאי,0,237280511,מוסדי/ציבורי,0,2,2,8,13,0,5,18,0,23,21,2,4,0,8,20,0.059001895802205,202407,71298.197957298820256,237280511.238704085350037
-1,12,528,ראשון לציון,מגורים,4681,295420,מגורים,8300,1,1,1,26,2,3,21,4,28,25,1,0,0,14,15,40.620098213300750,202407,2206.285518742624845,295420.260605640010908
-1,51,2156,אל -רום שעל אודם קלע מרום גולן,מגורים,1816,262451050,מגורים,0,1,7,28,116,1,34,104,12,151,82,2,3,2,49,61,0.194321950705639,202407,83301.157913780843955,262451049.996175736188889
-1,19,1170,ירושלים,מגורים,3004,268920,מגורים,3000,1,0,5,20,6,3,17,4,25,34,4,1,0,15,24,70.653017544455253,202407,2759.284836924859064,268919.865850670845248
-1,7,377,רעננה,מגורים,1495,296580,מגורים,8700,1,0,0,8,4,2,3,3,8,10,0,0,0,4,6,23.602404594858864,202407,2327.851943686807317,296579.951075186545495
-1,73,1812,קריית ביאליק,שטח פתוח,0,907965,פנאי/טבע/ספורט,9500,3,2,5,154,0,19,128,14,161,169,4,3,0,117,134,80.399605129420678,202407,4635.408619183379415,907964.658315057633445
-1,10,1019,אור יהודה,מיועד למגורים,0,336571,עתידי/לא ידוע,2400,5,1,1,13,0,3,10,2,15,20,5,0,0,12,17,29.711442246545460,202407,2377.039172142194730,336570.669206160702743
-1,1,2391,באר שבע,תעשיה,531,1189038,תעשיה/מסחר/מתקנים,9000,4,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0.841016066691333,202407,5035.343977879631893,1189037.926390788983554
-1,20,637,כפר סבא,מגורים,8731,495317,מגורים,6900,1,0,3,27,10,5,18,7,30,37,1,0,1,24,28,40.378178472937741,202407,2953.269425155622230,495317.043917778471950
-1,24,1279,ירושלים,מגורים,1985,408267,מגורים,3000,1,2,3,27,14,8,15,6,32,36,10,0,1,13,29,58.785038217144155,202407,2802.995824839603756,408267.149735399929341
-1,9,230,אור יהודה,תעשיה ומסחר,1322,248499,תעשיה/מסחר/מתקנים,2400,4,0,3,7,1,0,8,1,10,17,3,1,3,7,17,36.217470498371320,202407,2051.668292097944232,248498.856384924118174
-1,19,1905,מגדל העמק,מגורים,7156,939906,מגורים,874,1,0,3,22,14,1,13,11,25,26,1,1,0,13,19,20.214784347318751,202407,4681.244607122121124,939906.143620083807036
-1,1,856,שער אפרים,מגורים,1894,2551901,מגורים,0,1,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0.391864692786058,202407,6659.736596140490292,2551901.251654634252191
-1,0,2228,אום אל-פחם,מגורים,8584,1934554,מגורים,2710,1,,,,,,,,,,,,,,,0.000000000000000,202407,6495.233216748917584,1934554.446771398419514
-1,1,1498,כרמי צור,מגורים,1021,2031668,מגורים,0,1,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0.492206475688257,202407,5247.604040462863850,2031667.703277757624164
-1,12,449,פתח תקווה,מגורים,3510,348761,מגורים,7900,1,1,2,15,3,4,12,2,18,21,3,0,0,13,18,34.407553128806626,202407,3122.187462470188166,348760.632733089732938
-1,9,1116,ירושלים,מגורים,4413,383417,מגורים,3000,1,0,3,13,3,5,9,1,16,15,0,0,2,8,15,23.473108262419437,202407,2525.140656674463116,383417.479244069429114
-1,58,67,תל אביב -יפו,מגורים,5317,219957,מגורים,5000,1,0,10,52,26,5,41,13,62,89,23,1,8,14,68,263.687630958770001,202407,1878.399747780217695,219957.226621179026552
-1,1,1758,נשר,שטח פתוח,0,867194,פנאי/טבע/ספורט,2500,3,0,0,2,0,0,2,0,2,1,0,0,0,1,1,1.153143966290324,202407,4134.708515087919295,867194.408705974696204
-1,47,2463,קריית גת,תעשיה,130,6583420,תעשיה/מסחר/מתקנים,2630,4,0,3,74,9,4,67,3,77,87,4,9,0,49,68,7.139146642538038,202407,14423.593525331469209,6583419.889424071647227
-1,22,709,ראש העין,תעשיה,0,484535,תעשיה/מסחר/מתקנים,2640,4,1,2,30,1,5,26,2,33,44,6,1,0,26,35,45.404333724784664,202407,4328.553793900659912,484535.245762035192456
-1,0,2065,גילון צורית,מגורים,1935,4777912,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,13707.115493140592662,4777912.554695525206625
-1,0,1351,ביה""ח רמאללה,לא ידוע,0,248486,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,2063.555050228692380,248486.507328989362577
-1,47,302,בת ים,מגורים,8207,270262,מגורים,6200,1,1,4,51,19,10,32,13,56,80,12,3,1,32,57,173.905367173375964,202407,2067.870300676097486,270261.929024554381613
-1,0,1977,כפר מסריק,מגורים,831,1204067,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,5888.002412668669422,1204066.920855176402256
-1,33,928,רג""מ,שטח פתוח,0,1921424,פנאי/טבע/ספורט,0,3,1,4,79,0,10,65,9,84,73,1,10,0,29,49,17.174764255505899,202407,7827.212640335953438,1921423.753424786496907
-1,15,1595,אלון מורה ברכה יצהר איתמר,מגורים,7439,49274007,מגורים,0,1,0,7,25,1,7,24,0,32,29,0,3,0,15,21,0.304420137416879,202407,68556.790247482320410,49274007.059062317013741
-1,35,2556,אום בטין אל סייד,מגורים,9757,27054609,מגורים,0,1,1,12,65,4,13,59,3,78,70,2,6,0,33,46,1.293679761431777,202407,20482.818744574487937,27054608.909753546118736
-1,7,546,ראשון לציון,מגורים,7862,284655,מגורים,8300,1,0,4,3,4,0,4,2,7,10,1,0,1,6,9,24.591171799046325,202407,2485.334202393340092,284654.999656074505765
-1,50,2174,טבריה,ציבורי+מגורים,2104,6428404,מגורים,6700,1,1,9,85,10,20,64,10,95,87,7,0,1,49,65,7.777980034956075,202407,21842.354149067974504,6428404.261169123463333
-1,4,1188,ירושלים,מגורים,3670,237887,מגורים,3000,1,0,2,3,3,3,1,1,5,5,0,0,1,2,4,16.814694205025535,202407,2672.576515921491591,237887.168879020668101
-1,14,139,הרצלייה,מגורים,3079,201512,מגורים,6400,1,0,3,15,5,3,8,7,18,22,4,0,1,13,20,69.474734918473374,202407,2820.501110505475481,201512.103881052607903
-1,0,1830,קריית ביאליק,שטח פתוח,0,408027,פנאי/טבע/ספורט,9500,3,,,,,,,,,,,,,,,0.000000000000000,202407,2972.088396527706664,408027.067806393781211
-1,0,781,אשדוד,שטח פתוח,0,3938748,פנאי/טבע/ספורט,70,3,,,,,,,,,,,,,,,0.000000000000000,202407,8957.206742854315962,3938748.472951352130622
-1,19,2393,באר שבע,תעשיה,0,2626278,תעשיה/מסחר/מתקנים,9000,4,0,3,34,1,3,31,3,37,40,0,2,0,24,34,7.234573868798014,202407,7119.167167884003902,2626277.697148836683482
-1,24,1423,כפר אוריה הראל תעוז תרום צלפון גיזו,מגורים,3929,30121781,מגורים,0,1,1,12,42,1,16,37,2,55,45,3,1,1,26,38,0.796765627039796,202407,25474.450005581034929,30121781.343864709138870
-1,0,1025,הוד השרון,שטח פתוח,0,755869,פנאי/טבע/ספורט,9700,3,,,,,,,,,,,,,,,0.000000000000000,202407,4471.027530531060620,755869.165308915660717
-1,5,232,אור יהודה,שטח פתוח,0,244783,פנאי/טבע/ספורט,2400,3,0,1,10,0,3,7,1,11,10,0,0,0,4,4,20.426277245284101,202407,2722.937299182788138,244782.734511956659844
-1,9,1667,חיפה,מגורים,1981,473165,מגורים,4000,1,0,3,26,3,1,25,2,29,17,1,1,0,12,17,19.020869749812213,202407,3612.375241011948219,473164.482927435718011
-1,3,874,כפר יעבץ עזריאל יעף,מגורים,1870,7034250,מגורים,0,1,0,1,3,0,1,2,1,4,5,0,0,0,2,2,0.426484718676474,202407,17159.267968281194044,7034249.689672380685806
-1,1,2246,חריש,שטח בבניה,0,1232323,עתידי/לא ידוע,1247,5,0,0,1,1,0,1,0,1,2,0,1,0,0,2,0.811475546480394,202407,5052.117103083532129,1232323.024812381947413
-1,20,1516,תוקוע,לא ידוע,0,27874491,עתידי/לא ידוע,0,5,0,4,52,1,11,43,0,56,42,0,0,0,27,38,0.717501892637258,202407,29474.670577352419059,27874490.931985948234797
-1,14,467,בית דגן,מגורים,7211,1415552,מגורים,466,1,0,5,11,4,3,13,0,16,26,8,0,0,15,26,9.890138106776138,202407,6548.330632469648663,1415551.516960923559964
-1,0,1134,ירושלים,מגורים,9541,566812,מגורים,3000,1,,,,,,,,,,,,,,,0.000000000000000,202407,4111.005938537622569,566811.828736012685113
-1,20,85,תל אביב -יפו,מגורים,1574,241088,מגורים,5000,1,0,4,21,7,6,17,2,25,35,6,0,2,10,25,82.957430752102283,202407,1975.161821993409603,241087.504985117499018
-1,2,2465,קריית גת,מתחם ציבורי,542,266499,מוסדי/ציבורי,2630,2,0,0,2,2,0,2,0,2,2,0,0,0,2,2,7.504712742443538,202407,2331.606353669654709,266499.207716350094415
-1,9,727,שוהם,מגורים,4698,1150322,מגורים,1304,1,0,0,12,2,3,6,2,12,14,0,0,1,9,11,7.823897574467241,202407,5963.372082357197542,1150321.807556746294722
-1,32,2083,כרמיאל,תעשיה,0,2471124,תעשיה/מסחר/מתקנים,1139,4,0,1,60,2,7,48,6,61,66,3,1,0,41,49,12.949570517375319,202407,7545.956361326054321,2471124.425096834078431
-1,0,1353,קסר אל-חמרה,לא ידוע,0,360503,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,3085.386896526730197,360502.527562565461267
-1,41,304,בת ים,מגורים+ בית חולים,3912,328133,מגורים,6200,1,1,7,46,13,9,33,10,54,72,9,0,3,27,49,124.949431795738349,202407,2600.871665887557356,328132.744669258943759
-1,15,1995,נהרייה,מגורים,5565,495220,מגורים,9100,1,0,2,18,3,7,11,1,20,27,5,0,0,16,21,30.289545576442411,202407,3334.319181606808797,495220.371073054266162
-1,23,946,בית חנן בית עובד אירוס,מגורים,1423,5979478,מגורים,0,1,1,16,43,0,12,41,7,60,51,3,3,1,34,46,3.846489533884260,202407,12696.838086348772777,5979478.118265968747437
-1,24,1613,אל-אתחאד,לא ידוע,0,39602270,עתידי/לא ידוע,0,5,2,3,53,0,19,36,3,58,52,0,1,0,32,48,0.606025863078263,202407,36001.955141125850787,39602270.236609667539597
-1,21,2318,כפר חרוב בני יהודה מיצר גבעת יואב מבוא חמה אפיק נאות גולן,מגורים,3861,107726753,מגורים,0,1,3,13,32,1,13,29,5,48,39,3,2,1,15,26,0.194937648661334,202407,65172.994896566648094,107726753.370680823922157
-1,12,564,ראשון לציון,מגורים,6558,1207459,מגורים,8300,1,0,3,13,0,7,8,1,16,28,4,0,2,18,24,9.938227494142382,202407,4955.718395336220055,1207458.775427794549614
-1,1,1206,הר שלמון מערב,שטח פתוח,0,3031322,פנאי/טבע/ספורט,0,3,0,0,1,0,0,1,0,1,2,1,1,0,0,2,0.329889046414015,202407,8179.265234066124322,3031322.230520464014262
-1,26,2562,אבו קורינאת (יישוב),מגורים,1815,53419271,מגורים,0,1,1,8,57,0,10,51,4,66,49,2,1,0,30,39,0.486715744121638,202407,36211.227040312536701,53419270.516760118305683
-1,8,157,הרצלייה,שטח פתוח,0,839522,פנאי/טבע/ספורט,6400,3,0,3,9,0,1,11,0,12,21,3,0,0,3,10,9.529234864082630,202407,5766.710038777241607,839521.757423926377669
-1,3,1832,מועצה אזורית זבולון,שטח פתוח,0,668132,פנאי/טבע/ספורט,0,3,1,1,9,0,1,9,1,11,9,0,0,0,7,7,4.490132306106113,202407,3290.051875263221518,668131.759930617641658
-1,3,799,קדרון,מגורים,1618,7100649,מגורים,0,1,1,4,3,1,0,8,0,8,8,0,0,0,4,4,0.422496595154298,202407,15438.992969557466495,7100648.938731406815350
-1,7,2411,באר שבע,מגורים,3328,418261,מגורים,9000,1,0,3,6,1,3,6,0,9,14,1,0,1,9,12,16.735959225373563,202407,2898.725469661120769,418261.057268066622782
-1,5,1425,אזור תעשיה צפוני,תשעיה,0,316341,תעשיה/מסחר/מתקנים,0,4,0,1,5,0,0,5,0,6,10,1,0,0,4,6,15.805714683876156,202407,2982.909084692583747,316341.279088166600559
